0,-10.572999954223633,-5.6020002365112305,10.26200008392334
3,-9.272000312805176,-6.546999931335449,8.03600025177002
6,-6.63700008392334,-5.573999881744385,7.998000144958496
9,-5.343999862670898,-6.5370001792907715,10.298999786376953
12,-6.635000228881836,-5.585000038146973,12.527000427246094
15,-9.272000312805176,-6.557000160217285,12.562999725341797
18,-10.451000213623047,12.114999771118164,10.086000442504883
21,-9.163999557495117,-9.324999809265137,7.861000061035156
24,-6.51800012588501,12.140000343322754,7.822000026702881
27,-5.22599983215332,-9.3149995803833,10.12600040435791
